t,devId,seq,ax,ay,az,gx,gy,gz,mx,my,mz
1687758.584394,3954085724,2982,-1.1572265625,0.34423828125,0.93798828125,-183.10546875,-294.73876953125,-15.13671875,-0.22614769637584686,0.2725156247615814,0.23252585530281067
1687758.584394,3954085724,2983,-1.34716796875,0.61376953125,1.0087890625,-106.87255859375,-374.1455078125,-56.15234375,-0.24551427364349365,0.28480374813079834,0.17224596440792084
1687758.584394,3954085724,2984,-1.09033203125,0.6591796875,1.15673828125,-171.875,-442.93212890625,-111.75537109375,-0.2643905580043793,0.30041998624801636,0.12367337197065353
1687758.693440,3954085724,2986,-1.2265625,0.50439453125,1.0595703125,-268.85986328125,-490.966796875,-59.63134765625,-0.2719901204109192,0.3252522945404053,-0.010088139213621616
1687758.693440,3954085724,2987,-1.11474609375,0.40625,1.2548828125,-264.892578125,-576.416015625,-112.4267578125,-0.2513978183269501,0.328068345785141,-0.08979704976081848
1687758.693440,3954085724,2988,-1.029296875,0.33203125,1.4462890625,-343.3837890625,-685.85205078125,-143.5546875,-0.19060145318508148,0.32704436779022217,-0.17050231993198395
1687758.693440,3954085724,2989,-0.52978515625,-0.107421875,1.58935546875,-410.0341796875,-817.56591796875,-72.44873046875,-0.11950895190238953,0.2929958701133728,-0.2654057443141937
1687758.693440,3954085724,2990,-0.18798828125,-0.28076171875,1.4912109375,-331.4208984375,-833.0078125,-76.0498046875,-0.020469743758440018,0.2556193768978119,-0.3152238130569458
1687758.801899,3954085724,2991,0.29052734375,-0.2939453125,1.38037109375,-218.56689453125,-836.36474609375,-87.82958984375,0.09156223386526108,0.2200349122285843,-0.32867467403411865
1687758.801899,3954085724,2992,1.36279296875,-0.30615234375,0.791015625,-132.2021484375,-747.37548828125,-113.76953125,0.19207234680652618,0.2095387727022171,-0.2905638515949249
1687758.801899,3954085724,2993,1.509765625,0.0615234375,0.453125,-82.58056640625,-535.888671875,-115.6005859375,0.24575944244861603,0.18163439631462097,-0.2519548535346985
1687758.801899,3954085724,2994,1.67822265625,0.18994140625,0.41015625,-207.45849609375,-453.79638671875,-166.32080078125,0.2989562451839447,0.14323389530181885,-0.2188258320093155
1687758.801899,3954085724,2995,1.91455078125,-0.39306640625,0.1416015625,-285.15625,-269.4091796875,0.91552734375,0.3313155770301819,0.1140495091676712,-0.19840042293071747
1687758.910503,3954085724,2996,1.54150390625,0.01318359375,0.20751953125,-126.0986328125,-202.5146484375,26.55029296875,0.3482306897640228,0.09894530475139618,-0.17797501385211945
1687758.910503,3954085724,2997,1.681640625,0.47998046875,0.3720703125,-158.38623046875,-160.7666015625,41.6259765625,0.354849636554718,0.09152121096849442,-0.15904416143894196
1687758.910503,3954085724,2998,2.05029296875,0.17041015625,0.421875,-255.2490234375,-116.27197265625,85.75439453125,0.3646555542945862,0.09510526061058044,-0.14982782304286957
1687758.910503,3954085724,3000,2.00390625,-0.45263671875,0.40478515625,-212.5244140625,66.0400390625,56.2744140625,0.3609783351421356,0.08486511558294296,-0.1548096388578415
1687759.017614,3954085724,3001,1.7705078125,-0.5498046875,0.35888671875,-142.27294921875,96.25244140625,53.64990234375,0.3602428734302521,0.07923305034637451,-0.1866931915283203
1687759.017614,3954085724,3002,2.06884765625,-0.5546875,0.3544921875,-103.759765625,122.61962890625,30.33447265625,0.34455353021621704,0.07027292996644974,-0.20263496041297913
1687759.017614,3954085724,3004,3.0869140625,-0.8056640625,0.57421875,49.31640625,409.85107421875,-49.4384765625,0.29527905583381653,0.06899291276931763,-0.2711348235607147
1687759.017614,3954085724,3005,2.5595703125,-0.81396484375,0.84130859375,127.01416015625,592.8955078125,60.11962890625,0.2384050488471985,0.09126520156860352,-0.3129819929599762
1687759.017614,3954085724,3006,1.42822265625,-0.5986328125,1.201171875,172.79052734375,690.36865234375,137.63427734375,0.1423075795173645,0.12377763539552689,-0.3495982885360718
1687759.126526,3954085724,3007,0.58740234375,-0.22509765625,1.3173828125,191.0400390625,730.3466796875,95.27587890625,0.03983632102608681,0.1506579965353012,-0.3682800233364105
1687759.126526,3954085724,3008,-0.1884765625,0.11328125,1.25048828125,242.85888671875,750.3662109375,-13.24462890625,-0.061164066195487976,0.19059452414512634,-0.3363964557647705
1687759.126526,3954085724,3009,-0.78515625,0.5751953125,0.9384765625,256.89697265625,696.59423828125,-88.92822265625,-0.1518682986497879,0.22848302125930786,-0.29728931188583374
1687759.126526,3954085724,3010,-0.529296875,0.6455078125,0.62646484375,139.09912109375,593.32275390625,-100.9521484375,-0.20359422266483307,0.24256321787834167,-0.24647486209869385
1687759.126526,3954085724,3011,0.2041015625,0.08984375,0.80908203125,127.44140625,597.16796875,-96.3134765625,-0.2602230906486511,0.2586914002895355,-0.188436821103096
1687759.233976,3954085724,3012,-0.21875,0.17626953125,1.30908203125,241.455078125,681.2744140625,2.8076171875,-0.2913566827774048,0.2740516662597656,-0.10748246312141418
